Index,Semester,Type,Course,Pre-Post,SI1,SI2,SI3,SI4,SI5,Science_ID_AVE,CM1,CM2,CM3,CM4,CM5,Career_Mot_AVE,IM1,IM2,IM3,IM4,IM5,Intrinsic_Mot_AVE,SD1,SD2,SD3,SD4,SD5,SelfDetermition_AVE,SE1,SE2,SE3,SE4,SE5,SelfEfficacy_AVE,GM1,GM2,GM3,GM4,GM5,Grade_Mot_AVE,Overall_SCI_MOT,Sci_Comp1,Sci_Comp2,Sci_Comp3,Sci_Comp4,Sci_Competancy_Ave,Per_Comm_Orient1,Per_Comm_Orient2,Per_Comm_Orient3,Per_Comm_Orient4,Persol_Comm_Orient_AVE,Sci_Comm_Orient1,Sci_Comm_Orient2,Sci_Comm_Orient3,Sci_Comm_Orient4,Sci_Comm_Orient_AVE,Resilience1,Resilience2,Resilience3,Resilience4,Resilience_AVE,Major,Career,Gender,Ethnicity,ParentsGradCollege,Dependents,Med-Condition,Med-Condition_Dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Fall 2021,Major,BIOL1610,Pre,3,3,2,2,2,2.4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,2.6,2,3,2,3,3,2.6,3,3,4,4,3,3.4,3.32,3,3,4,,3.333333333,3,4,4,4,3.75,3,5,5,5,4.5,,,,,,9,12,1,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Fall 2021,Non-Major,BIOL1010,Pre,,,,,,,5,5,5,5,5,5,4,4,4,4,2,3.6,5,5,5,5,4,4.8,4,4,4,4,4,4,5,5,5,5,4,4.8,4.44,9,9,9,7,8.5,7,7,7,7,7,7,7,7,7,7,,,,,,11,12,6,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Fall 2021,Major,BIOL1610,Pre,3,2,1,1,1,1.6,5,5,5,5,5,5,4,4,3,4,1,3.2,4,4,3,4,4,3.8,5,5,5,5,5,5,5,5,5,5,5,5,4.4,3,3,3,5,3.5,3,3,5,5,4,6,6,6,6,6,,,,,,10,4,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Fall 2021,Major,BIOL1610,Pre,1,1,1,1,1,1,5,5,5,5,5,5,4,4,5,4,4,4.2,4,4,4,4,4,4,4,4,4,4,5,4.2,5,5,5,5,5,5,4.48,3,1,1,5,2.5,5,3,5,6,4.75,5,5,6,4,5,,,,,,10,4,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Fall 2021,Non-Major,BIOL1010,Pre,4,5,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,4.2,5,5,5,5,5,5,5,5,5,5,4,4.8,4.8,5,5,5,5,5,7,6,7,7,6.75,7,7,7,7,7,,,,,,10,5,1,10,Yes,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Fall 2021,Major,BIOL1610,Pre,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4.6,3,5,4,5,5,4.4,5,5,5,5,4,4.8,4.76,4,4,3,5,4,6,6,6,6,6,6,6,6,6,6,,,,,,10,5,6,10,Yes,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Fall 2021,Major,BIOL1610,Pre,4,4,4,3,3,3.6,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3.2,3,3,3,5,5,3.8,5,4,4,4,3,4,4.2,3,2,2,1,2,5,3,4,4,4,5,5,5,5,5,,,,,,1,1,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Fall 2021,Non-Major,BIOL1010,Pre,2,4,3,4,4,3.4,4,4,4,5,5,4.4,3,4,5,3,4,3.8,4,4,4,5,5,4.4,4,5,2,5,5,4.2,5,5,5,5,5,5,4.36,4,3,3,4,3.5,7,6,6,6,6.25,5,6,6,6,5.75,,,,,,9,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Fall 2021,Major,BIOL1610,Pre,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4.5,6,4,6,5,5.25,6,6,6,6,6,,,,,,3,1,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Fall 2021,Major,BIOL1610,Pre,4,5,4,5,4,4.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.8,4.96,2,2,2,1,1.75,5,5,5,6,5.25,6,5,5,6,5.5,,,,,,10,1,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Fall 2021,Major,BIOL1610,Pre,4,4,4,5,3,4,5,5,4,5,5,4.8,4,5,4,4,4,4.2,4,4,4,4,4,4,4,4,4,4,5,4.2,4,5,5,5,3,4.4,4.32,2,2,3,1,2,5,5,5,5,5,6,5,4,5,5,,,,,,10,4,1,4,No,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Fall 2021,Major,BIOL1610,Pre,5,5,3,4,4,4.2,5,5,5,4,5,4.8,1,2,1,1,1,1.2,2,1,1,1,2,1.4,2,5,4,4,4,3.8,5,5,5,5,3,4.6,3.16,3,2,1,2,2,5,6,6,6,5.75,4,6,6,6,5.5,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Fall 2021,Major,BIOL1610,Pre,4,4,3,4,4,3.8,2,2,2,2,2,2,4,4,4,4,4,4,3,3,4,3,4,3.4,3,5,4,4,5,4.2,5,5,5,5,4,4.8,3.68,3,3,3,4,3.25,4,3,3,3,3.25,5,5,5,5,5,,,,,,10,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Fall 2021,Non-Major,BIOL1010,Pre,2,3,2,2,3,2.4,2,2,2,3,2,2.2,3,4,4,4,4,3.8,4,4,4,4,4,4,3,4,3,4,4,3.6,5,5,5,5,4,4.8,3.68,3,2,3,4,3,6,6,7,7,6.5,6,7,7,7,6.75,,,,,,11,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Fall 2021,Major,BIOL1610,Pre,1,1,1,1,1,1,4,4,4,3,3,3.6,2,2,2,2,2,2,2,3,3,2,2,2.4,3,3,3,3,3,3,5,5,4,5,3,4.4,3.08,1,1,2,2,1.5,6,4,6,4,5,3,3,3,3,3,,,,,,10,1,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Fall 2021,Major,BIOL1610,Pre,4,3,2,4,5,3.6,5,4,4,4,5,4.4,4,4,3,3,4,3.6,4,4,4,4,3,3.8,4,5,4,3,4,4,5,5,5,5,5,5,4.16,3,1,3,2,2.25,5,5,5,6,5.25,5,4,4,5,4.5,,,,,,10,10,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Fall 2021,Major,BIOL1610,Pre,1,2,1,1,3,1.6,3,3,3,4,4,3.4,5,5,4,4,2,4,4,5,5,4,5,4.6,4,5,4,4,3,4,5,5,5,5,5,5,4.2,2,2,2,2,2,5,6,6,6,5.75,6,5,5,5,5.25,,,,,,10,5,6,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Summer 2021,Major,BIOL1610,Pre,2,2,1,1,3,1.8,5,5,5,4,5,4.8,4,3,4,4,4,3.8,4,4,3,5,4,4,5,5,4,5,5,4.8,5,5,5,5,2,4.4,4.36,2,1,2,2,1.75,5,5,6,5,5.25,3,6,5,5,4.75,3,4,4,3,3.5,10,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Fall 2021,Major,BIOL1610,Pre,3,4,3,4,4,3.6,4,5,5,5,5,4.8,5,4,4,4,4,4.2,4,4,5,5,4,4.4,4,4,4,4,4,4,5,5,5,5,5,5,4.48,2,3,3,2,2.5,5,4,5,5,4.75,5,5,5,5,5,,,,,,11,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Summer 2021,Major,BIOL1610,Pre,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,4,5,5,4,5,4.6,4,4,4,4,5,4.2,5,5,5,5,5,5,3.76,4,4,4,4,4,5,4,5,4,4.5,5,5,5,5,5,4,5,5,5,4.75,4,6,6,6,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Fall 2021,Major,BIOL1610,Pre,3,4,4,3,3,3.4,1,1,1,1,1,1,5,5,5,4,5,4.8,5,5,5,4,4,4.6,5,5,5,5,5,5,5,5,4,5,4,4.6,4,2,2,2,2,2,5,5,5,5,5,5,4,4,4,4.25,,,,,,10,1,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Fall 2021,Major,BIOL1610,Pre,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4.5,6,6,6,6,6,6,6,6,6,6,,,,,,4,6,10,11,Unsure,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Fall 2021,Major,BIOL1610,Pre,1,2,1,1,2,1.4,4,5,4,5,4,4.4,2,1,3,2,1,1.8,2,2,3,2,2,2.2,2,1,2,2,2,1.8,4,5,5,5,5,4.8,3,3,1,3,1,2,6,6,6,6,6,5,3,3,3,3.5,,,,,,10,5,6,10,Yes,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Fall 2021,Major,BIOL1610,Pre,5,5,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4.6,4,5,5,5,5,4.8,5,5,5,5,4,4.8,4.84,3,5,5,5,4.5,6,3,5,4,4.5,6,5,6,5,5.5,,,,,,1,11,6,10,Yes,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Fall 2021,Major,BIOL1610,Pre,2,3,1,2,4,2.4,4,5,5,5,5,4.8,4,4,4,4,3,3.8,4,3,4,2,2,3,4,4,3,4,5,4,5,5,5,5,3,4.6,4.04,2,1,1,4,2,6,5,6,5,5.5,6,6,6,6,6,,,,,,10,4,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Fall 2021,Major,BIOL1610,Pre,4,4,4,5,3,4,4,5,5,5,4,4.6,5,5,4,4,4,4.4,3,4,4,4,5,4,4,3,3,4,5,3.8,4,3,3,3,3,3.2,4,4,5,4,5,4.5,4,4,5,5,4.5,6,6,6,6,6,,,,,,1,6,1,10,Yes,0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Fall 2021,Major,BIOL1610,Pre,4,5,5,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1.2,4,4,4,4,4,6,6,6,6,6,5,5,5,6,5.25,,,,,,10,1,1,7,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Fall 2021,Major,BIOL1610,Pre,3,4,4,3,3,3.4,2,2,2,2,1,1.8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3.8,3.52,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,,,,,,10,5,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Fall 2021,Non-Major,BIOL1010,Pre,3,5,5,4,3,4,5,5,5,5,5,5,5,5,5,4,5,4.8,4,4,4,4,4,4,4,5,4,4,5,4.4,5,5,5,4,4,4.6,4.56,4,5,5,5,4.75,7,6,7,7,6.75,7,7,6,7,6.75,,,,,,8,7,1,7,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Spring 2022,Non-Major,BIOL1010,Pre,2,4,2,1,3,2.4,4,4,4,4,1,3.4,5,5,4,4,4,4.4,4,2,4,2,4,3.2,4,5,4,4,4,4.2,4,5,5,4,4,4.4,3.92,2,2,2,4,2.5,5,5,6,6,5.5,5,6,5,6,5.5,,,,,,9,12,6,6,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Spring 2022,Non-Major,BIOL1010,Pre,3,4,3,3,3,3.2,3,4,4,4,4,3.8,5,5,4,4,4,4.4,3,4,3,3,4,3.4,3,4,4,4,4,3.8,4,4,5,4,3,4,3.88,2,2,2,3,2.25,6,5,6,5,5.5,5,3,4,5,4.25,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Fall 2021,Non-Major,BIOL1010,Pre,3,4,2,2,3,2.8,4,5,5,5,5,4.8,5,5,5,5,5,5,4,4,5,5,4,4.4,4,4,4,4,4,4,5,5,5,4,5,4.8,4.6,2,4,4,3,3.25,7,7,7,7,7,6,6,6,6,6,,,,,,10,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Fall 2021,Major,BIOL1610,Pre,3,3,3,3,3,3,4,5,5,5,5,4.8,4,4,4,4,4,4,4,4,4,3,3,3.6,4,5,4,4,4,4.2,5,5,5,5,5,5,4.32,3,2,2,3,2.5,5,5,5,5,5,5,3,3,3,3.5,,,,,,11,12,6,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Fall 2021,Major,BIOL1610,Pre,1,2,2,2,3,2,5,5,5,5,5,5,2,2,2,4,1,2.2,4,4,4,3,3,3.6,3,2,2,4,4,3,5,4,5,5,5,4.8,3.72,1,2,2,2,1.75,5,4,6,4,4.75,6,6,6,5,5.75,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Fall 2021,Major,BIOL1610,Pre,1,2,1,2,3,1.8,5,5,5,4,4,4.6,2,2,2,2,1,1.8,4,4,4,2,3,3.4,2,2,2,4,2,2.4,5,4,5,5,5,4.8,3.4,1,2,1,1,1.25,5,4,5,4,4.5,5,6,5,4,5,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Summer 2021,Major,BIOL1610,Pre,3,4,4,3,3,3.4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,10,4,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Fall 2021,Major,BIOL1610,Pre,2,2,2,2,2,2,5,5,5,5,5,5,4,4,4,4,3,3.8,4,4,4,3,2,3.4,2,4,4,4,3,3.4,5,5,5,5,4,4.8,4.08,2,3,2,4,2.75,5,5,5,5,5,5,5,5,5,5,,,,,,10,5,6,6,Yes,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Fall 2021,Non-Major,BIOL1010,Pre,2,2,1,1,1,1.4,2,4,4,4,4,3.6,4,4,4,4,4,4,4,4,4,5,5,4.4,5,4,4,4,4,4.2,5,5,5,5,5,5,4.24,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Fall 2021,Major,BIOL1610,Pre,5,5,4,5,3,4.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5.5,6,6,6,6,6,,,,,,1,6,6,7,No,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Fall 2021,Major,BIOL1610,Pre,4,3,3,2,5,3.4,5,5,5,4,5,4.8,4,3,4,2,3,3.2,2,2,2,2,2,2,3,5,4,4,3,3.8,5,5,5,5,4,4.8,3.72,3,1,1,5,2.5,5,3,6,3,4.25,3,5,5,5,4.5,,,,,,1,5,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Summer 2021,Major,BIOL1610,Pre,3,4,2,4,4,3.4,5,5,5,5,5,5,4,2,3,3,4,3.2,5,5,5,5,5,5,4,5,4,4,5,4.4,5,5,5,5,5,5,4.52,3,1,3,4,2.75,3,5,6,6,5,5,5,6,5,5.25,5,4,5,4,4.5,10,1,6,10,Yes,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Fall 2021,Non-Major,BIOL1010,Pre,3,2,1,1,3,2,2,3,4,4,1,2.8,4,3,3,3,3,3.2,4,5,5,3,4,4.2,4,5,3,3,4,3.8,5,5,5,5,5,5,3.8,2,1,3,3,2.25,7,6,7,7,6.75,4,5,4,6,4.75,,,,,,11,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Fall 2021,Major,BIOL1610,Pre,4,2,2,3,3,2.8,5,5,5,5,5,5,4,4,3,4,4,3.8,3,3,3,3,2,2.8,2,2,2,4,4,2.8,5,5,5,5,3,4.6,3.8,1,3,2,2,2,5,5,6,5,5.25,5,3,6,4,4.5,,,,,,1,1,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Fall 2021,Non-Major,BIOL1010,Pre,2,4,2,2,2,2.4,4,4,4,5,4,4.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3.6,5,5,5,5,4,4.8,4.12,4,4,3,4,3.75,6,5,5,5,5.25,6,6,6,6,6,,,,,,11,12,1,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Fall 2021,Major,BIOL1610,Pre,1,2,1,2,3,1.8,4,4,4,4,4,4,2,1,2,3,2,2,4,4,4,3,4,3.8,4,5,4,4,4,4.2,5,5,5,5,5,5,3.8,2,1,1,4,2,5,6,5,6,5.5,5,6,5,4,5,,,,,,10,4,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Fall 2021,Non-Major,BIOL1010,Pre,3,2,2,1,3,2.2,3,3,2,3,1,2.4,3,4,4,3,3,3.4,5,5,5,4,4,4.6,3,4,3,4,3,3.4,5,4,5,5,4,4.6,3.68,3,2,2,2,2.25,6,6,6,7,6.25,6,7,6,6,6.25,,,,,,3,3,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Fall 2021,Major,BIOL1610,Pre,1,2,2,2,2,1.8,4,4,4,3,4,3.8,2,3,1,1,1,1.6,4,3,3,2,2,2.8,2,4,2,3,3,2.8,5,5,5,,4,4.75,3.15,2,4,4,4,3.5,5,4,5,6,5,3,4,4,4,3.75,,,,,,10,4,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Summer 2021,Major,BIOL1610,Pre,2,2,1,1,3,1.8,5,5,5,5,5,5,4,3,4,3,4,3.6,4,4,4,4,3,3.8,4,4,4,4,4,4,5,5,5,5,1,4.2,4.12,2,2,2,4,2.5,5,6,6,6,5.75,6,6,6,6,6,3,4,4,2,3.25,10,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Fall 2021,Non-Major,BIOL1010,Pre,1,1,1,1,3,1.4,3,4,4,3,2,3.2,3,3,3,2,2,2.6,3,4,4,2,3,3.2,4,4,4,4,4,4,5,5,5,5,4,4.8,3.56,2,2,2,4,2.5,7,7,7,7,7,6,6,4,5,5.25,,,,,,11,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
